x,muTest,muModel,p3sigmaModel,m3sigmaModel
1986.0,-0.20081,-0.15269554,-0.051276386,-0.2541147
1987.0,-0.20916,-0.16253762,-0.05867037,-0.26640487
1988.0,-0.21715,-0.18485773,-0.082103476,-0.28761196
1989.0,-0.2247,-0.20386256,-0.11177863,-0.29594648
1990.0,-0.23175,-0.22194795,-0.132398,-0.31149793
1991.0,-0.23817,-0.21823269,-0.13330993,-0.30315545
1992.0,-0.244,-0.20191729,-0.116595596,-0.287239
1993.0,-0.24924,-0.18965866,-0.10101318,-0.27830413
1994.0,-0.25384,-0.2014322,-0.11381036,-0.28905404
1995.0,-0.25774,-0.17864119,-0.08193438,-0.275348
1996.0,-0.26073,-0.19355299,-0.092329815,-0.29477614
1997.0,-0.26242,-0.171414,-0.06329054,-0.27953747
1998.0,-0.26275,-0.027581358,0.05640491,-0.111567624
1999.0,-0.26263,-0.005726077,0.11351562,-0.124967776
2000.0,-0.26262,0.013979992,0.14176095,-0.113800965
2001.0,-0.26219,-0.0009501783,0.120378144,-0.122278504
2002.0,-0.26081,-0.050426498,0.071083635,-0.17193663
2003.0,-0.25883,-0.08301329,0.03426391,-0.20029049
2004.0,-0.25621,-0.12823176,-0.004252441,-0.2522111
2005.0,-0.25284,-0.17438078,-0.039230227,-0.30953133
2006.0,-0.24864,-0.18941754,-0.059566185,-0.31926888
2007.0,-0.2436,-0.19196516,-0.07366976,-0.31026056
2008.0,-0.23766,-0.2236536,-0.10408786,-0.34321934
2009.0,-0.23026,-0.21494062,-0.09015824,-0.339723
2010.0,-0.22139,-0.17573547,-0.023379326,-0.32809162
2011.0,-0.21127,-0.10842587,0.046936363,-0.2637881
2012.0,-0.19987,-0.03593778,0.0958894,-0.16776496
2013.0,-0.18694,0.040759522,0.14608844,-0.0645694
2014.0,-0.1725,0.12811752,0.20897123,0.0472638
2015.0,-0.1569,0.13742043,0.24949019,0.025350675
2016.0,-0.14071,0.1526739,0.2800009,0.025346905
2017.0,-0.12468,0.15766089,0.2881645,0.027157292
2018.0,-0.10896,0.13747895,0.26133758,0.013620324
2019.0,-0.093289,0.064913474,0.19864249,-0.06881554
2020.0,-0.078115,0.029854396,0.14450634,-0.08479754
2021.0,-0.063769,-0.028753785,0.098905295,-0.15641287
2022.0,-0.049981,-0.079432085,0.060172006,-0.21903618
2023.0,-0.037241,-0.08585845,0.056035265,-0.22775216
2024.0,-0.026452,-0.07833758,0.058842376,-0.21551754
2025.0,-0.017567,-0.06930888,0.060878843,-0.1994966
2026.0,-0.0099793,-0.06516684,0.061917238,-0.1922509
2027.0,-0.0031807,-0.035512388,0.08351593,-0.1545407
2028.0,0.0030423,0.0517479,0.14869842,-0.045202624
2029.0,0.0084269,0.14564201,0.22204068,0.06924334
2030.0,0.012634,0.1712594,0.2712241,0.071294695
2031.0,0.015473,0.19109233,0.302768,0.07941668
2032.0,0.017092,0.19067542,0.30461162,0.07673924
2033.0,0.017842,0.16731937,0.27963704,0.05500172
2034.0,0.017876,0.119804054,0.226072,0.0135361105
2035.0,0.017002,0.020584123,0.12504123,-0.08387299
2036.0,0.015021,-0.056251578,0.05892854,-0.17143169
2037.0,0.011935,-0.07670664,0.044735983,-0.19814926
2038.0,0.0077341,-0.04908638,0.060346615,-0.15851937
2039.0,0.0022068,0.005930328,0.09900773,-0.08714708
2040.0,-0.0047158,0.021951554,0.10893457,-0.065031454
2041.0,-0.012744,-2.1931883e-05,0.088350594,-0.08839446
2042.0,-0.02145,-0.026956473,0.06794372,-0.12185666
2043.0,-0.030319,-0.012247208,0.078214124,-0.10270853
2044.0,-0.039244,0.064877614,0.14512594,-0.015370712
2045.0,-0.048521,0.10803692,0.21690433,-0.0008304864
2046.0,-0.058486,0.11943978,0.25316966,-0.014290094
2047.0,-0.068933,0.12318174,0.26319367,-0.016830198
2048.0,-0.079164,0.10410255,0.24180326,-0.033598155
2049.0,-0.089158,0.04141963,0.1788326,-0.095993355
2050.0,-0.09908,0.006735256,0.13149735,-0.118026845
2051.0,-0.10871,-0.017424805,0.10538094,-0.14023055
2052.0,-0.11804,-0.060437582,0.070282884,-0.19115806
2053.0,-0.12698,-0.077395655,0.046136267,-0.20092759
2054.0,-0.13569,-0.086395875,0.03262355,-0.20541531
2055.0,-0.14415,-0.10093977,0.017220497,-0.21910004
2056.0,-0.15183,-0.10331748,0.016350955,-0.22298591
2057.0,-0.15833,-0.046073854,0.056248955,-0.14839667
2058.0,-0.16383,0.07549761,0.15550542,-0.0045101866
2059.0,-0.16887,0.117166944,0.2101789,0.02415499
2060.0,-0.17375,0.11822175,0.21354713,0.02289638
2061.0,-0.17809,0.04971827,0.15004128,-0.050604753
2062.0,-0.18114,-0.04361015,0.057993967,-0.14521427
2063.0,-0.18263,-0.09193285,0.020361722,-0.20422742
2064.0,-0.18245,-0.09901617,0.0184106,-0.21644294
2065.0,-0.18081,-0.065225564,0.04743255,-0.17788368
2066.0,-0.17844,-0.037882537,0.06782223,-0.1435873
2067.0,-0.17531,-0.026161218,0.07605042,-0.12837286
2068.0,-0.17101,-0.021695718,0.08225833,-0.12564977
2069.0,-0.16519,-0.017727396,0.08937199,-0.12482678
2070.0,-0.15768,-0.012918887,0.09271793,-0.11855571
2071.0,-0.14854,-0.011025606,0.09258197,-0.11463319
2072.0,-0.13785,-0.011496669,0.08841685,-0.11141019
2073.0,-0.12549,-0.022790745,0.07809082,-0.12367231
2074.0,-0.11154,-0.0041155056,0.10736239,-0.1155934
2075.0,-0.096036,0.046091054,0.15877058,-0.06658848
2076.0,-0.079055,0.1329017,0.21739992,0.04840347
2077.0,-0.060904,0.17470928,0.25122803,0.09819053
2078.0,-0.041892,0.20722441,0.28686857,0.12758026
2079.0,-0.022536,0.21837415,0.3034386,0.13330969
2080.0,-0.0031167,0.16377024,0.24520198,0.082338504
2081.0,0.01652,0.08488264,0.17382652,-0.004061237
2082.0,0.036441,0.030546717,0.1335333,-0.07243986
2083.0,0.056318,0.030212507,0.1374878,-0.07706278
2084.0,0.075606,0.082460105,0.17517203,-0.01025182
2085.0,0.093704,0.16699462,0.23766999,0.09631924
2086.0,0.11011,0.19485655,0.26820874,0.12150438
2087.0,0.12454,0.19405264,0.27137294,0.11673232
2088.0,0.13708,0.15800095,0.23649758,0.0795043
2089.0,0.14811,0.10944984,0.18951467,0.029385015
2090.0,0.15769,0.09057588,0.17249922,0.008652538
2091.0,0.16561,0.076933935,0.1628263,-0.008958422
2092.0,0.17173,0.043287836,0.13717702,-0.05060135
2093.0,0.17621,0.03650261,0.1291926,-0.05618738
2094.0,0.17948,0.029316906,0.122919336,-0.06428553
2095.0,0.18171,0.04210479,0.14043012,-0.056220535
2096.0,0.18281,0.07918356,0.18366295,-0.025295824
2097.0,0.18302,0.12617545,0.22190285,0.03044805
2098.0,0.18268,0.16138983,0.2493127,0.07346695
2099.0,0.18205,0.17647296,0.26025945,0.09268646
2100.0,0.18136,0.18733512,0.2665971,0.10807316
2101.0,0.18083,0.20590566,0.27691847,0.13489285
2102.0,0.18059,0.20836152,0.2783152,0.13840786
2103.0,0.18065,0.17278603,0.25281304,0.09275902
2104.0,0.18114,0.14825365,0.2365408,0.059966497
2105.0,0.18221,0.14979102,0.23929967,0.060282364
2106.0,0.18383,0.18481603,0.26430297,0.1053291
2107.0,0.1859,0.22814052,0.29299212,0.16328894
2108.0,0.18825,0.23190428,0.29606545,0.16774313
2109.0,0.19086,0.18866602,0.2636472,0.11368485
2110.0,0.19383,0.16551492,0.2479482,0.08308164
2111.0,0.19727,0.18344767,0.26371348,0.10318186
2112.0,0.20106,0.23326813,0.29588822,0.17064804
2113.0,0.20486,0.21324834,0.28627986,0.14021681
2114.0,0.20828,0.23061413,0.30981293,0.15141532
2115.0,0.21095,0.17370267,0.24682744,0.100577906
2116.0,0.21322,0.095571056,0.1842632,0.0068789124
2117.0,0.21584,0.08667336,0.17721131,-0.0038646087
2118.0,0.21858,0.16462848,0.23395523,0.09530172
2119.0,0.22047,0.17270689,0.25432882,0.091084965
2120.0,0.22073,0.19406024,0.28365242,0.10446803
2121.0,0.2191,0.1614619,0.24735045,0.075573355
2122.0,0.21625,0.06041173,0.15252723,-0.03170377
2123.0,0.21312,0.001287586,0.10488494,-0.10230976
2124.0,0.20989,-0.005858224,0.100090384,-0.11180684
2125.0,0.20605,0.040053282,0.13253589,-0.05242933
2126.0,0.20096,0.10622521,0.18373689,0.028713524
2127.0,0.19444,0.13129339,0.20228119,0.06030558
2128.0,0.1868,0.14456633,0.212122,0.07701066
2129.0,0.17853,0.16051258,0.23196897,0.08905619
2130.0,0.16976,0.17780122,0.26037347,0.095228955
2131.0,0.16028,0.17902862,0.26575196,0.09230526
2132.0,0.15007,0.12654164,0.20655882,0.046524465
2133.0,0.1393,0.044175703,0.12949526,-0.041143853
2134.0,0.12856,-0.006929005,0.0896248,-0.103482805
2135.0,0.11836,-0.014185674,0.08595701,-0.11432836
2136.0,0.10866,0.012152612,0.11067714,-0.08637191
2137.0,0.099125,0.08148029,0.16421014,-0.0012495592
2138.0,0.089445,0.13426374,0.20836154,0.060165934
2139.0,0.079725,0.14619087,0.21420094,0.07818078
2140.0,0.070389,0.14173935,0.2115166,0.0719621
2141.0,0.061828,0.14318523,0.21530744,0.07106301
2142.0,0.054134,0.15570424,0.2357899,0.0756186
2143.0,0.046963,0.16278732,0.25602463,0.06955001
2144.0,0.039994,0.15262572,0.25237995,0.05287151
2145.0,0.033127,0.11879812,0.21595997,0.021636277
2146.0,0.026442,0.07260527,0.16069041,-0.015479878
2147.0,0.020038,0.028524127,0.107167184,-0.050118934
2148.0,0.013857,-0.0037836924,0.07719026,-0.08475765
2149.0,0.0077611,-0.009487575,0.07253646,-0.091511615
2150.0,0.0014821,0.0093519585,0.086634986,-0.06793106
2151.0,-0.0051632,0.022806102,0.10409352,-0.05848132
2152.0,-0.012328,0.031470176,0.12528643,-0.062346075
2153.0,-0.020108,0.017565427,0.112312645,-0.07718179
2154.0,-0.028288,-0.02834144,0.059284016,-0.1159669
2155.0,-0.036577,-0.0650963,0.026545636,-0.15673822
2156.0,-0.044644,-0.060249507,0.035290524,-0.15578954
2157.0,-0.052303,-0.015434152,0.06990989,-0.1007782
2158.0,-0.059924,0.04320807,0.1261602,-0.039744057
2159.0,-0.068011,0.05274136,0.15102999,-0.045547266
2160.0,-0.07659,0.036001407,0.1377378,-0.06573498
2161.0,-0.085114,-0.04251522,0.049594127,-0.13462457
2162.0,-0.0929,-0.030079573,0.06337289,-0.123532034
2163.0,-0.099355,-0.051747162,0.04400168,-0.147496
2164.0,-0.104,-0.06314333,0.028637387,-0.15492404
2165.0,-0.10709,-0.044857576,0.052990496,-0.14270565
2166.0,-0.109,-0.008510588,0.097739205,-0.114760384
2167.0,-0.10946,0.041391585,0.15221669,-0.069433525
2168.0,-0.10817,0.0906835,0.19676301,-0.015396006
2169.0,-0.1047,0.14385805,0.2347387,0.052977398
2170.0,-0.099121,0.19748482,0.27131706,0.12365257
2171.0,-0.091378,0.20726366,0.28172207,0.13280524
2172.0,-0.081665,0.19941224,0.27173632,0.12708816
2173.0,-0.070155,0.18222998,0.255306,0.10915395
2174.0,-0.056868,0.1616618,0.23795095,0.08537266
2175.0,-0.042019,0.1330863,0.21610323,0.050069362
2176.0,-0.025867,0.09880032,0.19050168,0.007098958
2177.0,-0.0085916,0.107306734,0.19967572,0.014937744
2178.0,0.009466,0.11159316,0.2061969,0.01698941
2179.0,0.027887,0.14972629,0.2359873,0.06346527
2180.0,0.046347,0.1991219,0.2690249,0.12921892
2181.0,0.064504,0.21938829,0.2867223,0.1520543
2182.0,0.082105,0.18635903,0.26190433,0.11081374
2183.0,0.099194,0.14621556,0.23107046,0.06136065
2184.0,0.11606,0.09870281,0.19120121,0.006204404
2185.0,0.13258,0.059454907,0.14961967,-0.030709852
2186.0,0.1483,0.0710565,0.16543806,-0.023325048
2187.0,0.16319,0.10441418,0.23965833,-0.030829966
2188.0,0.1772,0.14573713,0.28452238,0.0069518685
2189.0,0.19024,0.18797708,0.3064173,0.06953688
2190.0,0.20237,0.23479363,0.33621576,0.1333715
2191.0,0.21361,0.24996933,0.34098598,0.15895268
2192.0,0.22401,0.2488484,0.33643058,0.16126621
2193.0,0.23361,0.24004611,0.32647017,0.15362206
2194.0,0.24242,0.24162582,0.32688478,0.15636685
2195.0,0.25044,0.25379732,0.3383535,0.16924115
2196.0,0.25767,0.26244044,0.34487337,0.18000753
2197.0,0.26418,0.2647592,0.34807336,0.18144506
2198.0,0.27001,0.27361947,0.35670602,0.19053291
2199.0,0.2752,0.2810865,0.35753012,0.20464289
2200.0,0.27975,0.29801995,0.36368626,0.23235361
2201.0,0.28363,0.30547628,0.36740577,0.24354677
2202.0,0.2869,0.26393968,0.33282253,0.19505683
2203.0,0.28964,0.22898027,0.3061748,0.15178573
2204.0,0.29191,0.22414398,0.3021316,0.14615637
2205.0,0.29381,0.23279406,0.31035545,0.15523267
2206.0,0.29532,0.25669023,0.32847348,0.18490699
2207.0,0.29644,0.2860882,0.3504156,0.22176081
2208.0,0.29718,0.30233482,0.3618265,0.24284312
2209.0,0.29756,0.29964092,0.35550955,0.2437723
2210.0,0.29763,0.30452642,0.36162502,0.2474278
2211.0,0.2974,0.30906758,0.3711406,0.24699454
2212.0,0.29681,0.30898067,0.38088304,0.23707832
2213.0,0.29573,0.31006616,0.3915664,0.22856593
2214.0,0.29381,0.29902267,0.38081515,0.2172302
2215.0,0.29079,0.27066916,0.3472932,0.19404514
2216.0,0.28697,0.21326491,0.28264034,0.1438895
2217.0,0.28266,0.16774501,0.23777282,0.09771719
2218.0,0.27797,0.10776832,0.19162667,0.023909964
2219.0,0.2729,0.09954469,0.18582498,0.013264403
2220.0,0.26737,0.12373149,0.20643476,0.041028224
2221.0,0.26113,0.18049544,0.24873403,0.11225686
2222.0,0.25408,0.20855027,0.2694522,0.14764833
2223.0,0.24634,0.20894255,0.27166563,0.14621945
2224.0,0.23824,0.18360725,0.25148785,0.115726635
2225.0,0.23028,0.19187339,0.25525674,0.12849003
2226.0,0.22245,0.2101973,0.27426696,0.14612766
2227.0,0.21424,0.20722416,0.29369977,0.12074855
2228.0,0.20511,0.2155538,0.319672,0.11143561
2229.0,0.1949,0.1998751,0.3009994,0.09875079
2230.0,0.18407,0.13257085,0.21819136,0.046950333
2231.0,0.17314,0.053512625,0.14071164,-0.033686385
2232.0,0.16239,-0.0022308175,0.0962259,-0.10068753
2233.0,0.15176,-0.013599039,0.08665051,-0.11384859
2234.0,0.14098,0.004628933,0.10284774,-0.09358987
2235.0,0.12996,0.018563753,0.11471521,-0.0775877
2236.0,0.11902,0.039763525,0.13561767,-0.056090623
2237.0,0.10842,0.09444604,0.17858842,0.010303654
2238.0,0.098293,0.15974085,0.22803372,0.09144798
2239.0,0.088732,0.17835207,0.24570248,0.11100167
2240.0,0.079891,0.17076662,0.2381464,0.10338684
2241.0,0.072236,0.12567903,0.20239113,0.04896693
2242.0,0.066243,0.11296013,0.19289285,0.03302741
2243.0,0.06193,0.1574102,0.2254973,0.08932311
2244.0,0.058842,0.1902323,0.25492924,0.12553537
2245.0,0.056424,0.20703866,0.2769137,0.1371636
2246.0,0.054478,0.18518025,0.25525957,0.115100905
2247.0,0.053276,0.14638498,0.21808663,0.074683346
2248.0,0.053161,0.0873496,0.16807303,0.0066261813
2249.0,0.054317,0.07194938,0.15871486,-0.014816113
2250.0,0.056519,0.10828321,0.1890805,0.027485907
2251.0,0.059114,0.1720008,0.23646915,0.10753244
2252.0,0.061496,0.19433655,0.26041323,0.12825987
2253.0,0.063309,0.20701846,0.28505483,0.1289821
2254.0,0.064566,0.20126387,0.281186,0.121341735
2255.0,0.065538,0.14954072,0.22550224,0.07357921
2256.0,0.066505,0.08222407,0.16140072,0.0030474216
2257.0,0.06751,0.05044771,0.13692638,-0.036030963
2258.0,0.068366,0.08341818,0.16207254,0.0047638193
2259.0,0.068526,0.13949199,0.21181116,0.067172825
2260.0,0.067438,0.16214679,0.24290371,0.08138987
2261.0,0.064858,0.16292886,0.25791496,0.06794275
2262.0,0.061044,0.11864018,0.202339,0.034941368
2263.0,0.056423,0.06008001,0.13649602,-0.016335998
2264.0,0.051265,0.0297601,0.10786964,-0.04834944
2265.0,0.045507,0.05693413,0.13236593,-0.018497664
2266.0,0.038697,0.07243165,0.16405833,-0.019195043
2267.0,0.030454,0.068893895,0.1704485,-0.032660708
2268.0,0.02093,0.06012111,0.16813043,-0.047888204
2269.0,0.010482,0.04427923,0.1562055,-0.06764704
2270.0,-0.00069585,0.02067501,0.12828676,-0.08693675
2271.0,-0.01261,0.0094211595,0.12400243,-0.1051601
2272.0,-0.025236,-0.00049925485,0.1284119,-0.1294104
2273.0,-0.038574,-0.032861564,0.0902807,-0.15600382
2274.0,-0.052512,-0.11021804,-0.0074972287,-0.21293885
2275.0,-0.066856,-0.10107837,-0.0011177808,-0.20103896
2276.0,-0.081239,-0.10517914,-0.008853979,-0.20150429
2277.0,-0.094992,-0.105222575,-0.005018711,-0.20542644
2278.0,-0.10768,-0.060353395,0.045144428,-0.16585122
2279.0,-0.1196,0.036601137,0.11879201,-0.045589734
2280.0,-0.13136,0.09946209,0.17426956,0.024654627
2281.0,-0.1427,0.11030689,0.18867418,0.031939596
2282.0,-0.15292,0.052136403,0.133285,-0.029012192
2283.0,-0.16143,0.016338287,0.10407544,-0.07139886
2284.0,-0.16782,0.010989667,0.0986668,-0.07668747
2285.0,-0.1723,0.07222952,0.15338372,-0.008924678
2286.0,-0.17537,0.106190026,0.17630854,0.03607151
2287.0,-0.17731,0.100519925,0.17356595,0.027473897
2288.0,-0.17802,0.07158708,0.1468376,-0.0036634505
2289.0,-0.17706,0.03460365,0.11946039,-0.05025309
2290.0,-0.17417,0.021824826,0.111258686,-0.06760904
2291.0,-0.16949,0.043972254,0.12789783,-0.03995333
2292.0,-0.16336,0.0960319,0.17186873,0.020195067
2293.0,-0.15622,0.09628074,0.17292425,0.019637227
2294.0,-0.14803,0.07513382,0.15791567,-0.007648021
2295.0,-0.13848,0.060292963,0.15038283,-0.02979691
2296.0,-0.12742,0.08108515,0.16646083,-0.004290521
2297.0,-0.11502,0.151579,0.2231,0.080057986
2298.0,-0.10192,0.18298839,0.25273806,0.11323871
2299.0,-0.08858,0.19371378,0.26893234,0.11849521
2300.0,-0.075259,0.19172354,0.27243122,0.11101585
2301.0,-0.062009,0.18970911,0.2794848,0.09993342
2302.0,-0.048852,0.19088362,0.29249007,0.08927718
2303.0,-0.036399,0.17802486,0.28763705,0.068412654
2304.0,-0.025239,0.15453911,0.26737446,0.041703776
2305.0,-0.015582,0.07401775,0.17044118,-0.022405684
2306.0,-0.0074158,0.04920776,0.13497554,-0.036560018
2307.0,-0.00054341,-0.0073382724,0.09024045,-0.10491699
2308.0,0.0052041,0.009521462,0.106603734,-0.08756081
2309.0,0.0093788,0.10565535,0.17839402,0.032916687
2310.0,0.011117,0.13652433,0.2130399,0.060008764
2311.0,0.010318,0.14122704,0.2217288,0.06072527
2312.0,0.0074973,0.111152716,0.18960974,0.03269569
2313.0,0.0033619,0.10246235,0.18101147,0.023913227
2314.0,-0.0018827,0.09908868,0.18252358,0.015653796
2315.0,-0.0083005,0.050260924,0.12617144,-0.025649585
2316.0,-0.015613,0.018733492,0.10188239,-0.0644154
2317.0,-0.023314,-0.0058172834,0.08205858,-0.09369315
2318.0,-0.030662,0.00044333184,0.09682404,-0.09593738
2319.0,-0.037728,0.056362294,0.13170192,-0.018977337
2320.0,-0.045514,0.01854925,0.13284706,-0.09574855
2321.0,-0.054556,0.037612796,0.14999783,-0.07477223
2322.0,-0.064084,0.014951669,0.124244556,-0.09434122
2323.0,-0.072765,-0.037266355,0.08043532,-0.15496804
2324.0,-0.080363,-0.050538294,0.06686381,-0.16794041
2325.0,-0.086752,-0.06155857,0.051523093,-0.17464024
2326.0,-0.092212,-0.0024490138,0.0981242,-0.103022225
2327.0,-0.098321,-0.0028143611,0.096516915,-0.102145635
2328.0,-0.10496,-0.09266785,0.012531087,-0.19786678
2329.0,-0.11091,-0.14344841,-0.030129999,-0.25676683
2330.0,-0.11547,-0.11737654,-0.0064581707,-0.22829491
2331.0,-0.11885,0.028111823,0.11421243,-0.057988785
2332.0,-0.12212,0.06514228,0.15416068,-0.023876108
2333.0,-0.12588,-0.009953279,0.08862266,-0.108529225
2334.0,-0.12933,-0.08411509,0.016731933,-0.18496211
2335.0,-0.13127,-0.14054956,-0.032139122,-0.24895999
2336.0,-0.13133,-0.10858835,-1.9520521e-06,-0.21717475
2337.0,-0.13021,0.01949936,0.10370949,-0.064710766
2338.0,-0.12899,0.022653349,0.10634289,-0.061036192
2339.0,-0.12764,-0.051642146,0.044140924,-0.14742522
2340.0,-0.12495,-0.10851411,-0.0037407055,-0.2132875
2341.0,-0.11985,-0.14570217,-0.04633294,-0.2450714
2342.0,-0.1126,-0.12876198,-0.0014796853,-0.25604427
2343.0,-0.10423,-0.06284106,0.06871617,-0.19439828
2344.0,-0.094659,-0.0028994146,0.11394092,-0.11973975
2345.0,-0.083527,0.035958327,0.14705727,-0.07514062
2346.0,-0.070855,0.084582195,0.18452758,-0.015363187
2347.0,-0.056574,0.17302461,0.24384102,0.1022082
2348.0,-0.041026,0.20059042,0.2797383,0.12144253
2349.0,-0.024693,0.19414988,0.2753383,0.112961486
2350.0,-0.007887,0.096140675,0.18676193,0.00551942
2351.0,0.0097798,0.031875476,0.12953553,-0.06578458
2352.0,0.028654,0.018250296,0.12535447,-0.08885387
2353.0,0.047875,0.07873062,0.17145205,-0.013990805
2354.0,0.066707,0.14091706,0.21513504,0.06669908
2355.0,0.08496,0.13715495,0.21335948,0.06095043
2356.0,0.10241,0.1072688,0.18994921,0.024588384
2357.0,0.11923,0.11373724,0.19615772,0.03131675
2358.0,0.13548,0.17008531,0.23911117,0.10105945
2359.0,0.15067,0.19965822,0.26250628,0.13681015
2360.0,0.16437,0.17244373,0.23605871,0.108828746
2361.0,0.17652,0.10936755,0.19079709,0.027938008
2362.0,0.18758,0.07506957,0.16410977,-0.013970636
2363.0,0.19791,0.07544352,0.16843678,-0.017549738
2364.0,0.20709,0.10696177,0.19712201,0.016801536
2365.0,0.2148,0.11745979,0.20803009,0.026889488
2366.0,0.22131,0.11606282,0.20343551,0.028690137
2367.0,0.2268,0.10311148,0.18975225,0.016470708
2368.0,0.23147,0.08192282,0.16933948,-0.005493827
2369.0,0.23548,0.10780386,0.20910622,0.006501496
2370.0,0.23888,0.15490286,0.26125056,0.048555166
2371.0,0.24178,0.20125346,0.29784963,0.1046573
2372.0,0.24425,0.2211842,0.31131083,0.13105756
2373.0,0.24648,0.23150843,0.31866175,0.14435512
2374.0,0.2485,0.25984067,0.33792564,0.18175569
2375.0,0.25037,0.26009855,0.33460772,0.18558939
2376.0,0.25215,0.24058174,0.31877637,0.1623871
2377.0,0.25389,0.23049541,0.31172794,0.14926286
2378.0,0.25567,0.23445307,0.3172113,0.15169483
2379.0,0.2575,0.25660154,0.33272952,0.18047358
2380.0,0.25934,0.2664912,0.32863224,0.20435017
2381.0,0.26111,0.26925156,0.33262128,0.20588185
2382.0,0.26277,0.28504673,0.35306677,0.21702668
2383.0,0.26424,0.2575781,0.3245256,0.19063063
2384.0,0.26557,0.21653785,0.27941325,0.15366244
2385.0,0.26681,0.21925549,0.28146,0.15705101
2386.0,0.26792,0.22788833,0.2896217,0.16615495
2387.0,0.26865,0.23258302,0.29548323,0.1696828
2388.0,0.26865,0.23822671,0.30641875,0.17003468
2389.0,0.26762,0.24172662,0.31892404,0.1645292
2390.0,0.26545,0.24491066,0.33375832,0.15606299
2391.0,0.26216,0.23624939,0.32838526,0.14411351
2392.0,0.25761,0.18292245,0.26485795,0.10098694
2393.0,0.25184,0.099954106,0.18104702,0.018861197
2394.0,0.24519,0.047920443,0.13530841,-0.03946752
2395.0,0.23801,0.026804239,0.11527686,-0.06166838
2396.0,0.2304,0.02711256,0.12000998,-0.065784864
2397.0,0.22208,0.072422564,0.16004571,-0.015200585
2398.0,0.21282,0.16117555,0.22687095,0.095480144
2399.0,0.20264,0.17569456,0.24727032,0.1041188
2400.0,0.19156,0.20019677,0.27982426,0.120569274
2401.0,0.17993,0.1748917,0.24772403,0.10205937
2402.0,0.16858,0.09770277,0.17972755,0.015677989
2403.0,0.15816,0.04657349,0.13272092,-0.03957393
2404.0,0.14908,0.014426882,0.10341286,-0.0745591
2405.0,0.1411,0.013734993,0.11079766,-0.083327666
2406.0,0.13373,0.061471663,0.16121915,-0.038275816
2407.0,0.12698,0.12091996,0.20575055,0.036089353
2408.0,0.12119,0.18334976,0.25163734,0.11506216
2409.0,0.11634,0.2145848,0.28089353,0.14827606
2410.0,0.11251,0.2283591,0.29385293,0.16286528
2411.0,0.1097,0.23489983,0.30606169,0.163738
2412.0,0.10772,0.24084595,0.31819105,0.16350086
2413.0,0.10629,0.22137992,0.30004838,0.14271146
2414.0,0.10522,0.1708739,0.24242622,0.099321574
2415.0,0.10468,0.10744384,0.18592365,0.028964028
2416.0,0.10475,0.0628589,0.15020376,-0.024485953
2417.0,0.10553,0.04433195,0.13384238,-0.045178477
2418.0,0.10683,0.052271288,0.14303274,-0.038490165
2419.0,0.10833,0.09002793,0.17747442,0.0025814325
2420.0,0.10973,0.16496773,0.23134556,0.098589905
2421.0,0.11083,0.15682612,0.23111007,0.08254218
2422.0,0.11121,0.17054935,0.25909635,0.08200235
2423.0,0.1106,0.17450659,0.26069093,0.08832224
2424.0,0.10949,0.1125443,0.19747972,0.027608864
2425.0,0.10846,0.018835742,0.109581456,-0.071909964
2426.0,0.1079,-0.0294791,0.070301175,-0.12925938
2427.0,0.10759,-0.020039015,0.08116129,-0.12123932
2428.0,0.10699,0.01294241,0.107129075,-0.08124425
2429.0,0.10571,0.02176297,0.11508937,-0.07156344
2430.0,0.10397,0.01329805,0.109195784,-0.082599685
2431.0,0.10237,0.024129206,0.12081718,-0.07255877
2432.0,0.10125,0.07551071,0.16261101,-0.011589587
2433.0,0.10045,0.14855799,0.21514627,0.08196971
2434.0,0.099478,0.1502986,0.23645595,0.06414124
2435.0,0.097886,0.1596001,0.24602358,0.07317661
2436.0,0.095684,0.1143169,0.19566533,0.032968476
2437.0,0.093884,0.024075825,0.11553234,-0.0673807
2438.0,0.09309,-0.014348289,0.08288088,-0.11157746
2439.0,0.092829,0.080102116,0.15675506,0.0034491718
2440.0,0.092024,0.1258054,0.22114167,0.03046912
2441.0,0.089612,0.13439746,0.23275839,0.036036536
2442.0,0.085608,0.08788149,0.17819136,-0.0024283826
2443.0,0.080863,-0.025865102,0.06959089,-0.12132109
2444.0,0.076247,-0.088818364,0.018696673,-0.19633341
2445.0,0.071984,-0.097128436,0.014741562,-0.20899844
2446.0,0.067599,-0.039623693,0.056986034,-0.13623342
2447.0,0.062276,0.058277365,0.13564211,-0.019087385
2448.0,0.055732,0.09810655,0.17096014,0.025252953
2449.0,0.048421,0.12186335,0.19818252,0.045544185
2450.0,0.040825,0.14272052,0.22915033,0.05629071
2451.0,0.033063,0.1523957,0.24661681,0.05817458
2452.0,0.024904,0.15825494,0.27003682,0.04647305
2453.0,0.016172,0.11364173,0.21775508,0.009528376
2454.0,0.0071514,0.01117049,0.107094824,-0.08475384
2455.0,-0.0019572,-0.06622652,0.031417042,-0.16387008
2456.0,-0.010778,-0.09867237,0.0057753846,-0.20312011
2457.0,-0.018929,-0.09282541,0.012678444,-0.19832927
2458.0,-0.026755,-0.023071876,0.067837544,-0.1139813
2459.0,-0.034888,0.074270554,0.14690384,0.0016372576
2460.0,-0.04335,0.1141505,0.19100991,0.037291095
2461.0,-0.051873,0.12631474,0.20868078,0.043948703
2462.0,-0.060033,0.11673895,0.20038247,0.033095427
