x,muTest,muModel,p3sigmaModel,m3sigmaModel
1996.0,0.15594,0.18751821,0.3050329,0.070003524
1997.0,0.1706,0.17367895,0.29903018,0.04832773
1998.0,0.18168,0.14825419,0.27240956,0.024098799
1999.0,0.18905,0.12774743,0.2556594,-0.00016455352
2000.0,0.19247,0.109549895,0.24226359,-0.023163795
2001.0,0.19182,0.082034394,0.21225646,-0.048187673
2002.0,0.18712,0.056404743,0.18252583,-0.06971635
2003.0,0.17845,0.02341486,0.14677387,-0.09994415
2004.0,0.16604,-0.010391771,0.106900156,-0.1276837
2005.0,0.15018,-0.043905243,0.06758514,-0.15539563
2006.0,0.13126,-0.08325995,0.01805263,-0.18457252
2007.0,0.10971,-0.123847365,-0.026970744,-0.22072399
2008.0,0.086002,-0.15030552,-0.055781692,-0.24482936
2009.0,0.060609,-0.16281524,-0.06975495,-0.25587553
2010.0,0.034021,-0.1499959,-0.057843715,-0.24214807
2011.0,0.0068296,-0.12324426,-0.030578159,-0.21591038
2012.0,-0.020404,-0.10021327,-0.0067048743,-0.19372165
2013.0,-0.047023,-0.07715203,0.016919143,-0.1712232
2014.0,-0.072383,-0.049541555,0.041332833,-0.14041594
2015.0,-0.096008,-0.030620907,0.0649178,-0.12615961
2016.0,-0.11742,-0.0034680634,0.09024288,-0.09717901
2017.0,-0.13611,0.0078913,0.10368942,-0.08790682
2018.0,-0.15162,0.02743943,0.12529403,-0.07041518
2019.0,-0.16363,0.062059995,0.16104548,-0.036925483
2020.0,-0.17198,0.08915164,0.1876013,-0.009298012
2021.0,-0.17646,0.10443487,0.20705602,0.0018137321
2022.0,-0.17693,0.12247623,0.2249231,0.020029344
2023.0,-0.17333,0.14344026,0.24465446,0.04222606
2024.0,-0.16571,0.16072848,0.25769275,0.063764215
2025.0,-0.15433,0.17567925,0.26844794,0.08291057
2026.0,-0.13944,0.1843915,0.27416342,0.09461956
2027.0,-0.1214,0.20039909,0.2853395,0.115458675
2028.0,-0.10066,0.22024716,0.29671,0.14378431
2029.0,-0.077657,0.22963195,0.2980104,0.16125348
2030.0,-0.052856,0.23605593,0.30131704,0.17079483
2031.0,-0.026774,0.23778224,0.30374107,0.17182341
2032.0,1.9363e-05,0.237873,0.3054644,0.17028163
2033.0,0.026929,0.23631264,0.30997607,0.16264921
2034.0,0.053316,0.2349474,0.31490135,0.15499343
2035.0,0.078511,0.23271497,0.32030928,0.14512065
2036.0,0.10208,0.21966884,0.321637,0.11770066
2037.0,0.12348,0.2035149,0.30563942,0.1013904
2038.0,0.14217,0.18814132,0.30747697,0.06880566
2039.0,0.15778,0.16460519,0.28910685,0.04010354
2040.0,0.16992,0.14470582,0.2725552,0.016856432
2041.0,0.1784,0.12194471,0.25094855,-0.007059112
2042.0,0.18307,0.096115135,0.22603899,-0.03380873
2043.0,0.18375,0.071810275,0.19792366,-0.05430311
2044.0,0.18035,0.039506562,0.16387352,-0.08486039
2045.0,0.17296,0.014261428,0.13403566,-0.10551281
2046.0,0.16177,-0.019636331,0.098084524,-0.13735719
2047.0,0.14713,-0.053975053,0.055331342,-0.16328144
2048.0,0.12937,-0.09216451,0.00599207,-0.19032109
2049.0,0.10885,-0.12277268,-0.031168751,-0.2143766
2050.0,0.086102,-0.15037292,-0.0615417,-0.23920414
2051.0,0.061544,-0.17424828,-0.082219526,-0.26627702
2052.0,0.035757,-0.14938538,-0.054083027,-0.24468774
2053.0,0.0092729,-0.12461037,-0.02982656,-0.21939418
2054.0,-0.017268,-0.09826793,-0.00443615,-0.1920997
2055.0,-0.043206,-0.07255195,0.019682705,-0.1647866
2056.0,-0.067959,-0.060466636,0.033316594,-0.15424986
2057.0,-0.091005,-0.033914655,0.057662696,-0.125492
2058.0,-0.11186,-0.011291678,0.07997655,-0.1025599
2059.0,-0.12993,0.010945362,0.10046546,-0.07857473
2060.0,-0.14487,0.028734537,0.11988279,-0.062413722
2061.0,-0.15634,0.053987063,0.14756289,-0.03958877
2062.0,-0.16418,0.07554731,0.16703837,-0.01594375
2063.0,-0.16815,0.09840686,0.19166434,0.0051493794
2064.0,-0.16808,0.11887718,0.21437994,0.02337443
2065.0,-0.16398,0.14187354,0.23862264,0.04512445
2066.0,-0.15595,0.16035856,0.2533903,0.06732681
2067.0,-0.14424,0.17880705,0.26450703,0.09310708
2068.0,-0.12912,0.19837396,0.27845955,0.11828835
2069.0,-0.11096,0.20949906,0.28599936,0.13299876
2070.0,-0.090169,0.21755496,0.28636542,0.1487445
2071.0,-0.067241,0.23320217,0.29666576,0.16973859
2072.0,-0.042696,0.22925624,0.291441,0.16707149
2073.0,-0.017014,0.22764085,0.29283154,0.16245018
2074.0,0.0091985,0.22792447,0.30158767,0.15426126
2075.0,0.035272,0.22860952,0.30805093,0.14916809
2076.0,0.060542,0.22493458,0.31257904,0.13729012
2077.0,0.084493,0.21400753,0.31633437,0.1116807
2078.0,0.10658,0.19565451,0.2990921,0.09221691
2079.0,0.12626,0.17390648,0.28668788,0.06112507
2080.0,0.14309,0.15615512,0.2733698,0.038940467
2081.0,0.15667,0.1369197,0.260327,0.013512403
2082.0,0.16674,0.117339514,0.24263003,-0.007950999
2083.0,0.17309,0.09196924,0.2214577,-0.03751923
2084.0,0.17552,0.06452022,0.19037399,-0.06133356
2085.0,0.17393,0.03776784,0.15989181,-0.08435613
2086.0,0.16835,0.005814521,0.12145053,-0.10982148
2087.0,0.15894,-0.024930174,0.08692687,-0.13678722
2088.0,0.14593,-0.059656102,0.049601268,-0.16891347
2089.0,0.12974,-0.10136562,-0.0045976117,-0.19813362
2090.0,0.11065,-0.13744864,-0.045890644,-0.22900663
2091.0,0.089143,-0.14796753,-0.0582498,-0.23768526
2092.0,0.065733,-0.15886523,-0.06961598,-0.24811447
2093.0,0.040901,-0.13438185,-0.046218693,-0.222545
2094.0,0.015241,-0.10322421,-0.0137700215,-0.19267839
2095.0,-0.010634,-0.060982484,0.026945096,-0.14891006
2096.0,-0.036027,-0.05226647,0.038863406,-0.14339635
2097.0,-0.060335,-0.03678026,0.05561901,-0.12917954
2098.0,-0.083065,-0.020614954,0.073228724,-0.11445863
2099.0,-0.10365,0.008241047,0.10248404,-0.08600194
2100.0,-0.12158,0.021963866,0.115851894,-0.071924165
2101.0,-0.13645,0.04277642,0.13509409,-0.04954125
2102.0,-0.14791,0.06543395,0.15877277,-0.027904876
2103.0,-0.15578,0.087693565,0.18287435,-0.00748723
2104.0,-0.1598,0.11327241,0.20906918,0.01747565
2105.0,-0.15985,0.13104613,0.22487481,0.037217453
2106.0,-0.15592,0.15516526,0.24763349,0.06269702
2107.0,-0.14809,0.17013083,0.2606057,0.079655975
2108.0,-0.1366,0.18534471,0.27049717,0.10019224
2109.0,-0.12176,0.2003039,0.27904025,0.12156755
2110.0,-0.10395,0.21009588,0.28197795,0.13821381
2111.0,-0.08356,0.23376368,0.29672396,0.1708034
2112.0,-0.061087,0.23569071,0.29805395,0.17332748
2113.0,-0.037004,0.2369222,0.30157065,0.17227376
2114.0,-0.011898,0.24084488,0.30880913,0.17288062
2115.0,0.013606,0.23827475,0.31081817,0.16573134
2116.0,0.038821,0.23617747,0.31858885,0.1537661
2117.0,0.063141,0.23385623,0.32457352,0.14313893
2118.0,0.086026,0.22421221,0.32614297,0.12228146
2119.0,0.10691,0.21033868,0.3195356,0.101141736
2120.0,0.12532,0.19422765,0.30956256,0.07889275
2121.0,0.14075,0.17290047,0.29126304,0.054537907
2122.0,0.15288,0.15336142,0.2692675,0.037455335
2123.0,0.16152,0.13158298,0.24945611,0.013709836
2124.0,0.16637,0.10646138,0.22687447,-0.013951696
2125.0,0.16728,0.083926454,0.20481203,-0.036959127
2126.0,0.1642,0.05337521,0.17220612,-0.06545569
2127.0,0.15725,0.016222542,0.12852325,-0.096078165
2128.0,0.14661,-0.01911229,0.087030575,-0.12525515
2129.0,0.13254,-0.0594698,0.040095564,-0.15903516
2130.0,0.11543,-0.0991716,-0.0059817433,-0.19236146
2131.0,0.095723,-0.13863687,-0.04879784,-0.2284759
2132.0,0.073819,-0.16383852,-0.07099728,-0.25667977
2133.0,0.050246,-0.12852062,-0.037154898,-0.21988635
2134.0,0.025594,-0.11873917,-0.024662107,-0.21281624
2135.0,0.00045121,-0.08524985,0.007751733,-0.17825143
2136.0,-0.024453,-0.067933045,0.02608233,-0.16194841
2137.0,-0.048507,-0.04176085,0.050413024,-0.13393472
2138.0,-0.071212,-0.01700021,0.07572554,-0.10972597
2139.0,-0.091984,-0.0010030549,0.09143621,-0.09344232
2140.0,-0.11026,0.02172808,0.11365883,-0.07020266
2141.0,-0.12563,0.04862752,0.13996652,-0.042711478
2142.0,-0.13775,0.06936871,0.16330189,-0.024564452
2143.0,-0.14639,0.09526231,0.19093335,-0.0004087314
2144.0,-0.15129,0.120165646,0.21601328,0.02431801
2145.0,-0.15225,0.13968255,0.23519951,0.044165574
2146.0,-0.14925,0.15766507,0.25180238,0.06352778
2147.0,-0.14242,0.17009176,0.2623565,0.077827044
2148.0,-0.13191,0.1814622,0.27041903,0.09250537
2149.0,-0.11803,0.19784541,0.28065062,0.1150402
2150.0,-0.10112,0.21761836,0.29211742,0.1431193
2151.0,-0.081589,0.22937803,0.2962057,0.16255037
2152.0,-0.059916,0.2366818,0.30241072,0.17095287
2153.0,-0.03664,0.23716381,0.3021478,0.17217982
2154.0,-0.012275,0.23324065,0.30420846,0.16227284
2155.0,0.012482,0.23505287,0.31558192,0.1545238
2156.0,0.036913,0.23235108,0.32109234,0.14360982
2157.0,0.060514,0.2205663,0.31782132,0.12331128
2158.0,0.082685,0.20762639,0.3128421,0.10241068
2159.0,0.10288,0.19379649,0.3067456,0.08084737
2160.0,0.12055,0.18133046,0.30711806,0.05554287
2161.0,0.13528,0.15715604,0.28454685,0.029765218
2162.0,0.14677,0.1314373,0.26414987,-0.0012752712
2163.0,0.15477,0.10704443,0.23766045,-0.023571596
2164.0,0.15899,0.07892999,0.20298257,-0.0451226
2165.0,0.15929,0.051239632,0.17513786,-0.0726586
2166.0,0.15568,0.019410592,0.1379076,-0.099086404
2167.0,0.14826,-0.01269731,0.102102734,-0.12749736
2168.0,0.13722,-0.052485775,0.050889175,-0.15586072
2169.0,0.12291,-0.08960122,0.006302893,-0.18550533
2170.0,0.10566,-0.11860183,-0.029006578,-0.20819709
2171.0,0.085909,-0.13514224,-0.043737687,-0.2265468
2172.0,0.06412,-0.13620853,-0.043757074,-0.22865999
2173.0,0.040836,-0.12114918,-0.02702877,-0.2152696
2174.0,0.016665,-0.09340207,0.003275916,-0.19008006
2175.0,-0.007709,-0.06771607,0.02795294,-0.16338508
2176.0,-0.031617,-0.053169817,0.04284122,-0.14918086
2177.0,-0.05452,-0.015922017,0.07875211,-0.11059614
2178.0,-0.075837,-0.0011160469,0.09371155,-0.09594364
2179.0,-0.095025,0.01800626,0.1115474,-0.07553489
2180.0,-0.11156,0.02981554,0.12466137,-0.06503029
2181.0,-0.12508,0.051720377,0.15017813,-0.046737377
2182.0,-0.13529,0.074716926,0.17338891,-0.023955062
2183.0,-0.14193,0.098445535,0.19711322,-0.00022213906
2184.0,-0.14475,0.12176482,0.21954936,0.023980282
2185.0,-0.14366,0.14562722,0.24076,0.050494432
2186.0,-0.13871,0.16171363,0.25468552,0.06874175
2187.0,-0.13005,0.1802228,0.2687629,0.0916827
2188.0,-0.11793,0.19496192,0.27607137,0.113852486
2189.0,-0.10265,0.21461031,0.2881733,0.14104733
2190.0,-0.084618,0.23381396,0.3027515,0.1648764
2191.0,-0.064275,0.23239481,0.29841465,0.16637497
2192.0,-0.042137,0.23195091,0.29759225,0.16630957
2193.0,-0.018774,0.23217346,0.2992341,0.16511281
2194.0,0.0052077,0.23319665,0.30728465,0.15910864
2195.0,0.029062,0.22916944,0.31578016,0.14255871
2196.0,0.052215,0.22548717,0.32143557,0.12953879
2197.0,0.074098,0.21235064,0.31604603,0.108655244
2198.0,0.094147,0.19767188,0.31445044,0.08089331
2199.0,0.11181,0.1811389,0.30000836,0.062269457
2200.0,0.12667,0.16303408,0.2827345,0.043333665
2201.0,0.13841,0.14051603,0.26678956,0.014242485
2202.0,0.14671,0.11143086,0.2343646,-0.011502869
2203.0,0.1513,0.08171022,0.2025566,-0.039136156
2204.0,0.15207,0.05446097,0.17552246,-0.06660052
2205.0,0.14898,0.018166171,0.13255118,-0.09621884
2206.0,0.1421,-0.016778367,0.09689394,-0.13045067
2207.0,0.13166,-0.06470558,0.039755344,-0.1691665
2208.0,0.11791,-0.106828295,-0.009653337,-0.20400324
2209.0,0.10125,-0.13714263,-0.050149515,-0.22413574
2210.0,0.082126,-0.13198388,-0.045524336,-0.21844342
2211.0,0.060961,-0.1319768,-0.041777313,-0.22217628
2212.0,0.038324,-0.11052527,-0.019136213,-0.20191434
2213.0,0.014843,-0.091797724,0.00091772527,-0.18451318
2214.0,-0.0087483,-0.06770053,0.025106616,-0.16050768
2215.0,-0.031869,-0.043795202,0.048807416,-0.13639782
2216.0,-0.053951,-0.019585585,0.07329469,-0.112465866
2217.0,-0.074367,0.009462338,0.10138543,-0.08246076
2218.0,-0.092611,0.02277459,0.11882595,-0.073276766
2219.0,-0.10822,0.042740513,0.13859884,-0.053117815
2220.0,-0.1208,0.06331965,0.15977603,-0.033136718
2221.0,-0.13005,0.09051572,0.1859141,-0.004882656
2222.0,-0.13573,0.10972995,0.20423761,0.015222289
2223.0,-0.13765,0.13435619,0.22655153,0.04216083
2224.0,-0.13567,0.15095276,0.24444884,0.05745668
2225.0,-0.12993,0.16817953,0.25767052,0.07868855
2226.0,-0.1206,0.18697295,0.26989755,0.104048334
2227.0,-0.10788,0.20780817,0.28130612,0.13431022
2228.0,-0.092195,0.2212228,0.28945053,0.15299508
2229.0,-0.073897,0.23060897,0.2964818,0.16473614
2230.0,-0.053489,0.23020063,0.29393506,0.1664662
2231.0,-0.031504,0.2297711,0.29680708,0.16273513
2232.0,-0.0085036,0.2313217,0.30532667,0.15731674
2233.0,0.01472,0.23194507,0.31597412,0.14791602
2234.0,0.037607,0.22844584,0.32896,0.12793168
2235.0,0.059552,0.21701,0.32838,0.10564004
2236.0,0.079998,0.1996827,0.314754,0.084611386
2237.0,0.098386,0.18100226,0.305784,0.056220546
2238.0,0.11419,0.15963283,0.28230613,0.036959514
2239.0,0.12707,0.13899405,0.27125564,0.006732464
2240.0,0.13673,0.11580275,0.24890257,-0.017297074
2241.0,0.14284,0.088691555,0.21220186,-0.03481876
2242.0,0.14522,0.059387565,0.18275866,-0.06398353
2243.0,0.14378,0.027308397,0.14584613,-0.09122933
2244.0,0.13856,-0.0076642474,0.10274294,-0.11807144
2245.0,0.12973,-0.04943367,0.050732054,-0.1495994
2246.0,0.11753,-0.08527366,0.006919034,-0.17746636
2247.0,0.10234,-0.09602279,-0.0061954185,-0.18585017
2248.0,0.084513,-0.129326,-0.04076828,-0.21788372
2249.0,0.064528,-0.11393306,-0.02328568,-0.20458043
2250.0,0.042923,-0.08105689,0.010462873,-0.17257667
2251.0,0.020345,-0.07572957,0.017486341,-0.16894549
2252.0,-0.0025438,-0.05481729,0.038674206,-0.14830878
2253.0,-0.025078,-0.029321274,0.06368921,-0.12233176
2254.0,-0.04672,-0.011739969,0.07920916,-0.102689095
2255.0,-0.066896,0.007323218,0.0985121,-0.08386566
2256.0,-0.08499,0.026093584,0.11694938,-0.06476222
2257.0,-0.10055,0.046011683,0.13999344,-0.047970083
2258.0,-0.11321,0.07401158,0.16953525,-0.021512091
2259.0,-0.12265,0.0994481,0.19700108,0.0018951148
2260.0,-0.12858,0.120966785,0.21810305,0.02383051
2261.0,-0.1308,0.14814697,0.24518196,0.05111198
2262.0,-0.1292,0.16567835,0.25727004,0.07408665
2263.0,-0.12389,0.1792455,0.26713315,0.09135785
2264.0,-0.11501,0.19542351,0.27890426,0.11194277
2265.0,-0.1028,0.21480118,0.28866893,0.14093342
2266.0,-0.087642,0.23430404,0.30109984,0.16750824
2267.0,-0.069916,0.24062581,0.30605453,0.1751971
2268.0,-0.050073,0.24221227,0.30815852,0.176266
2269.0,-0.028694,0.24178283,0.31286573,0.17069994
2270.0,-0.0063986,0.24246258,0.31719577,0.16772938
2271.0,0.016088,0.23888308,0.32417354,0.15359262
2272.0,0.038184,0.22878088,0.32989466,0.1276671
2273.0,0.059325,0.21953608,0.33117664,0.10789552
2274.0,0.078896,0.20134856,0.3148303,0.08786681
2275.0,0.096344,0.17968816,0.29882962,0.060546696
2276.0,0.11122,0.16037042,0.2830444,0.037696443
2277.0,0.12319,0.13471131,0.26686817,0.0025544316
2278.0,0.13192,0.10704147,0.23390925,-0.0198263
2279.0,0.13708,0.078616306,0.20482671,-0.0475941
2280.0,0.13855,0.048108146,0.16669561,-0.07047932
2281.0,0.13627,0.017958589,0.13235816,-0.09644099
2282.0,0.1303,-0.023707509,0.08015245,-0.12756747
2283.0,0.12083,-0.06516994,0.030117847,-0.16045773
2284.0,0.10811,-0.11226072,-0.022306412,-0.20221503
2285.0,0.092525,-0.10206552,-0.011029743,-0.19310129
2286.0,0.074513,-0.0970477,-0.010816529,-0.18327887
2287.0,0.054524,-0.08965812,0.0013439804,-0.18066022
2288.0,0.033141,-0.076652795,0.017539367,-0.17084496
2289.0,0.011099,-0.063326046,0.031897537,-0.15854964
2290.0,-0.010972,-0.050667033,0.044475675,-0.14580974
2291.0,-0.032514,-0.03810925,0.056655847,-0.13287434
2292.0,-0.052915,-0.009084534,0.086058736,-0.10422781
2293.0,-0.071579,0.010021476,0.10357766,-0.0835347
2294.0,-0.087993,0.03185856,0.12700176,-0.06328465
2295.0,-0.10173,0.047040068,0.1451789,-0.051098764
2296.0,-0.1125,0.070920505,0.16709298,-0.025251962
2297.0,-0.11992,0.10150874,0.19901827,0.003999196
2298.0,-0.12378,0.12932107,0.22378717,0.034854963
2299.0,-0.12391,0.14452653,0.2368779,0.05217515
2300.0,-0.12032,0.16011469,0.2509398,0.069289595
2301.0,-0.11315,0.17988953,0.26563165,0.094147414
2302.0,-0.10256,0.19293605,0.27099586,0.11487624
2303.0,-0.088929,0.22147538,0.29046,0.15249078
2304.0,-0.072612,0.22531037,0.29188332,0.15873742
2305.0,-0.054015,0.22908406,0.29618594,0.16198218
2306.0,-0.03371,0.2302648,0.30201155,0.15851805
2307.0,-0.012314,0.23125507,0.30688068,0.15562946
2308.0,0.0094471,0.22791481,0.31822473,0.1376049
2309.0,0.031024,0.22611047,0.3198723,0.13234866
2310.0,0.051768,0.2160768,0.32051584,0.11163777
2311.0,0.071127,0.19817816,0.3099233,0.08643304
2312.0,0.088532,0.18022802,0.29722095,0.063235104
2313.0,0.10349,0.15785824,0.28360248,0.032114014
2314.0,0.11567,0.1360597,0.26395276,0.008166641
2315.0,0.12472,0.11453878,0.2385101,-0.009432532
2316.0,0.13034,0.0899891,0.21457842,-0.03460022
2317.0,0.13231,0.059350953,0.17567244,-0.05697053
2318.0,0.13059,0.022564458,0.13509344,-0.08996452
2319.0,0.12521,-0.018768061,0.08165875,-0.119194865
2320.0,0.11636,-0.06049187,0.03332306,-0.1543068
2321.0,0.10431,-0.09702239,-0.010357812,-0.18368697
2322.0,0.089401,-0.12124005,-0.031317547,-0.21116255
2323.0,0.072017,-0.13498497,-0.04098232,-0.22898762
2324.0,0.052685,-0.12363106,-0.028243683,-0.21901843
2325.0,0.032025,-0.08668035,0.009799711,-0.18316042
2326.0,0.010679,-0.06803541,0.029000893,-0.16507171
2327.0,-0.010701,-0.045529794,0.051039856,-0.14209944
2328.0,-0.031519,-0.028787693,0.066592656,-0.124168046
2329.0,-0.051181,-0.005820239,0.08778844,-0.099428914
2330.0,-0.06912,0.025180232,0.121274084,-0.07091361
2331.0,-0.0848,0.042153537,0.13828048,-0.053973414
2332.0,-0.097863,0.05946128,0.15738592,-0.038463354
2333.0,-0.10795,0.083834164,0.18285893,-0.015190601
2334.0,-0.11471,0.11438289,0.21178064,0.016985148
2335.0,-0.11792,0.13612802,0.23390016,0.038355894
2336.0,-0.11746,0.15996252,0.253217,0.06670803
2337.0,-0.11338,0.17543767,0.26600707,0.08486828
2338.0,-0.10578,0.19164169,0.27549222,0.10779115
2339.0,-0.094895,0.21060729,0.2859271,0.1352875
2340.0,-0.081046,0.23514074,0.30223355,0.16804793
2341.0,-0.064634,0.23501454,0.3006152,0.16941391
2342.0,-0.046144,0.23491643,0.3021097,0.16772318
2343.0,-0.026117,0.23506619,0.30594146,0.1641909
2344.0,-0.0052428,0.23542145,0.31529695,0.15554595
2345.0,0.015809,0.23589233,0.32631767,0.145467
2346.0,0.036492,0.22878486,0.32883078,0.12873892
2347.0,0.056163,0.21449889,0.32893384,0.10006395
2348.0,0.074299,0.1961957,0.31529948,0.07709193
2349.0,0.0903,0.17708196,0.30345166,0.050712243
2350.0,0.10378,0.15470679,0.2846806,0.024732977
2351.0,0.11444,0.13074112,0.25238508,0.009097159
2352.0,0.12182,0.0989763,0.22259785,-0.024645254
2353.0,0.12576,0.0692323,0.19288659,-0.054421984
2354.0,0.12603,0.035401378,0.1519033,-0.08110055
2355.0,0.12268,-0.0062309136,0.10186797,-0.11432979
2356.0,0.11585,-0.050020333,0.045467246,-0.14550792
2357.0,0.10569,-0.09078458,0.0017162338,-0.18328539
2358.0,0.092548,-0.10338825,-0.014472723,-0.19230378
2359.0,0.076767,-0.11546257,-0.028007433,-0.20291771
2360.0,0.05879,-0.10824359,-0.016281515,-0.20020567
2361.0,0.039266,-0.08574651,0.0105885565,-0.18208158
2362.0,0.0188,-0.07348345,0.023341626,-0.17030853
2363.0,-0.0019317,-0.054294758,0.041813456,-0.15040296
2364.0,-0.022337,-0.0212546,0.07466149,-0.11717069
2365.0,-0.041851,-0.007970482,0.08872229,-0.10466325
2366.0,-0.05986,0.01470395,0.110695295,-0.08128739
2367.0,-0.075825,0.038271233,0.13327008,-0.056727625
2368.0,-0.08932,0.060190354,0.15573268,-0.035351973
2369.0,-0.10003,0.08834065,0.18344173,-0.0067604408
2370.0,-0.10756,0.11074883,0.20866933,0.01282832
2371.0,-0.11164,0.13177593,0.22794673,0.035605133
2372.0,-0.11214,0.15193833,0.2444017,0.059474975
2373.0,-0.10903,0.16968067,0.2586097,0.08075164
2374.0,-0.10245,0.20067358,0.27986088,0.12148627
2375.0,-0.092566,0.21482292,0.28613368,0.14351216
2376.0,-0.079686,0.23144749,0.29635257,0.16654243
2377.0,-0.064205,0.23259863,0.3002584,0.16493887
2378.0,-0.046562,0.23589922,0.30494255,0.1668559
2379.0,-0.027324,0.23807962,0.30974454,0.16641471
2380.0,-0.0071991,0.23319094,0.31788564,0.14849624
2381.0,0.01315,0.22969368,0.3228554,0.13653195
2382.0,0.033233,0.22793224,0.3331949,0.12266958
2383.0,0.052403,0.21093176,0.32426745,0.09759608
2384.0,0.070043,0.19195002,0.30796906,0.07593098
2385.0,0.085666,0.17589289,0.2978604,0.053925365
2386.0,0.098839,0.14910108,0.27446866,0.023733497
2387.0,0.10922,0.111659236,0.22810677,-0.004788287
2388.0,0.11644,0.08391693,0.19910954,-0.031275675
2389.0,0.12023,0.052219264,0.16586262,-0.0614241
2390.0,0.12045,0.016799133,0.12762898,-0.09403071
2391.0,0.11714,-0.018722266,0.0856207,-0.12306523
2392.0,0.11034,-0.05704679,0.039028388,-0.15312196
2393.0,0.10028,-0.10399602,-0.01459381,-0.19339824
2394.0,0.087333,-0.12502381,-0.032405034,-0.21764259
2395.0,0.07179,-0.11617018,-0.022963181,-0.20937718
2396.0,0.054172,-0.11071395,-0.015556432,-0.20587146
2397.0,0.035096,-0.090607755,0.0038845167,-0.18510002
2398.0,0.01524,-0.07009541,0.024898,-0.16508883
2399.0,-0.0048028,-0.04493004,0.049304157,-0.13916424
2400.0,-0.024462,-0.02339612,0.06863645,-0.115428686
2401.0,-0.043085,0.0008711591,0.09410364,-0.09236132
2402.0,-0.060163,0.024388995,0.118825614,-0.07004762
2403.0,-0.075119,0.047053266,0.14170156,-0.047595035
2404.0,-0.087585,0.07161398,0.16621277,-0.022984803
2405.0,-0.097239,0.093819164,0.19085339,-0.0032150522
2406.0,-0.10369,0.11839437,0.21593311,0.020855613
2407.0,-0.10667,0.14094031,0.23579285,0.04608777
2408.0,-0.10612,0.15883031,0.25015002,0.0675106
2409.0,-0.10206,0.18189417,0.2672837,0.09650462
2410.0,-0.094616,0.21035701,0.28618738,0.13452664
2411.0,-0.084012,0.21739493,0.2874573,0.14733258
2412.0,-0.070581,0.23131868,0.29720995,0.16542742
2413.0,-0.054749,0.23191257,0.29959217,0.16423297
2414.0,-0.036983,0.23328747,0.30488104,0.1616939
2415.0,-0.017964,0.23685414,0.31557125,0.15813702
2416.0,0.0016791,0.23208325,0.321761,0.1424055
2417.0,0.021346,0.2253622,0.32303026,0.12769413
2418.0,0.040418,0.21351525,0.3218658,0.105164714
2419.0,0.058359,0.19876441,0.31403118,0.08349766
2420.0,0.074548,0.18203336,0.30917865,0.054888055
2421.0,0.088545,0.15769117,0.28113565,0.034246683
2422.0,0.099977,0.12995745,0.25304213,0.0068727806
2423.0,0.10847,0.105345815,0.22435315,-0.013661519
2424.0,0.1137,0.07177772,0.19237787,-0.048822433
2425.0,0.11546,0.035053786,0.14945526,-0.079347685
2426.0,0.11372,-0.0044426355,0.10157691,-0.110462174
2427.0,0.10852,-0.04574732,0.05305529,-0.14454994
2428.0,0.10002,-0.08565922,0.006164737,-0.17748317
2429.0,0.088513,-0.12424591,-0.035632953,-0.21285887
2430.0,0.074316,-0.12981103,-0.03841626,-0.2212058
2431.0,0.057907,-0.11059837,-0.016201526,-0.20499521
2432.0,0.039853,-0.08886027,0.0047140047,-0.18243456
2433.0,0.020827,-0.071488,0.022469215,-0.16544521
2434.0,0.0014354,-0.04597195,0.046759855,-0.13870375
2435.0,-0.017761,-0.025644165,0.06610106,-0.117389396
2436.0,-0.036137,-0.0086225625,0.08243122,-0.09967635
2437.0,-0.053095,0.017013602,0.11036976,-0.07634255
2438.0,-0.06811,0.035272587,0.12819166,-0.057646494
2439.0,-0.080799,0.061918605,0.1592413,-0.035404097
2440.0,-0.09078,0.098845616,0.19680321,0.0008880198
2441.0,-0.097686,0.117332645,0.21569797,0.018967308
2442.0,-0.10123,0.13812518,0.23175046,0.044499904
2443.0,-0.10132,0.1560845,0.24755123,0.06461776
2444.0,-0.097947,0.17433311,0.2606758,0.08799045
2445.0,-0.091182,0.19406757,0.27157664,0.116558485
2446.0,-0.081316,0.21628602,0.28778866,0.14478338
2447.0,-0.068633,0.22880283,0.29449862,0.16310705
2448.0,-0.053467,0.23147245,0.29722577,0.16571914
2449.0,-0.036389,0.23314895,0.30663052,0.15966737
2450.0,-0.01804,0.23393358,0.3166685,0.15119866
2451.0,0.00092988,0.23663202,0.32663938,0.14662465
2452.0,0.019959,0.228607,0.33688322,0.12033078
2453.0,0.038462,0.21216977,0.3276986,0.09664096
2454.0,0.055829,0.19138363,0.30966705,0.073100194
2455.0,0.071499,0.17268512,0.29345542,0.051914826
2456.0,0.08502,0.14737041,0.26904744,0.025693387
2457.0,0.09602,0.12219977,0.24843395,-0.0040344074
2458.0,0.10414,0.0926849,0.21797717,-0.03260737
2459.0,0.10899,0.05708115,0.17435437,-0.060192075
2460.0,0.11046,0.023928588,0.1360893,-0.088232115
2461.0,0.1085,-0.017106641,0.08545101,-0.11966428
2462.0,0.1031,-0.06055539,0.032746494,-0.15385728
2463.0,0.094534,-0.07526081,0.014354989,-0.16487661
2464.0,0.083014,-0.10779957,-0.018023878,-0.19757526
2465.0,0.068899,-0.10728584,-0.015821315,-0.19875038
2466.0,0.052692,-0.09200163,0.0015336275,-0.18553689
2467.0,0.034999,-0.06427337,0.027044177,-0.15559092
2468.0,0.016483,-0.036246717,0.056351826,-0.12884526
